Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit,ApproxOffers
spellbook of enlightenment,3780,3780,4465,3796,131,615,0,0.0,0,0
spellbook of lost souls,20998,12055,20750,16232,63,279,8943,0.74,563409,3
spellbook of mind control,13499,12280,13513,12608,127,1001,1219,0.1,154813,1
spellbook of vigilance,3395,300,2138,486,99,84,3095,10.32,259980,3
spellbook of warding,7999,7380,8462,7629,53,1162,619,0.08,32807,1
spellscroll of prophecies,69899,1201,12128,2608,45,44,68698,57.2,3022712,1
spellsinger's seal,103,103,266,102,1,22,0,0.0,0,0
spellwand,1186,316,1239,409,127,42,870,2.75,36540,1
spellweaver's robe,11996,11403,12073,11479,6,584,593,0.05,3558,0
sphinx feather,359,260,566,352,56,483,99,0.38,5544,3
sphinx tiara,325,250,327,242,17,552,75,0.3,1275,1
spider fangs,29,3,33,4,15,436,26,8.67,390,0
spider silk,1718,1236,2426,1967,436,1401,482,0.39,210152,5
spiderwebs,118500,15235,0,15257,0,3,103265,6.78,0,1
spidris mandible,181,181,400,263,1,32,0,0.0,0,0
spike shield,500,108,468,106,28,82,392,3.63,10976,2
spike sword,3000,0,3000,0,1,0,3000,0,0,0
spiked iron ball,98,54,90,61,9,288,44,0.81,396,1
spiked squelcher,4948,4585,4825,4696,29,1667,363,0.08,10527,2
spiky club,700,109,953,107,16,96,591,5.42,9456,1
spirit cage,16997,2400,16993,2400,2,2,14597,6.08,29194,0
spirit cloak,400,200,356,205,134,534,200,1.0,26800,0
spirit container,53000,39000,83242,44899,82,44,14000,0.36,616000,2
spirit guide,1648900,1402400,2063248,1590067,48,45,246500,0.18,11092500,3
spiritthorn armor,269000000,240222000,267465277,247206124,22,17,28778000,0.12,489226000,3
spiritthorn helmet,211949000,200000000,199109161,188672166,22,12,11949000,0.06,143388000,2
spiritthorn ring,163000000,143022000,155385772,143382500,22,12,19978000,0.14,239736000,1
spiritual charm,87000,57103,113320,60659,149,95,29897,0.52,2840215,4
spite's spirit,-1,804000,0,724667,0,3,-804001,-1.0,0,0
spitter nose,300,156,292,164,3,47,144,0.92,432,0
spooky blue eye,1900,2,0,1,0,16,1898,949.0,0,0
spooky hood,1400,480,2922,622,36,27,920,1.92,24840,0
spool of yarn,20999,11001,34447,23846,216,57,9998,0.91,569886,2
spoon,480,14,477,14,92,8,466,33.29,3728,1
spoon with a ribbon,0,0,90000,0,1,0,0,0,0,0
springsprout rod,3529,3390,3526,3399,137,3207,139,0.04,19043,3
sprocketwhip cone,-1,0,0,0,0,0,-1,0,0,0
spying eye,49898,20300,52452,18135,55,49,29598,1.46,1450302,3
spyreport,-1,0,0,0,0,0,-1,0,0,0
square table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
squeezing gear of girlpower,494333,360200,512022,433481,301,272,134133,0.37,36484176,5
srezz' eye,995,105,1295,103,10,67,890,8.48,8900,0
stabilizer,55000,0,89250,0,4,0,55000,0,0,0
staff,7998,7901,7989,7905,12,977,97,0.01,1164,0
stalagmite rune,20,1,15,1,8,186,19,19.0,152,0
stale bread of ancientness,50000,3000,49999,2583,2,6,47000,15.67,94000,0
stamina extension,8999977,6547000,7205149,6100816,63,27,2452977,0.37,66230379,3
stamped parcel,200,0,239,0,5,0,200,0,0,0
stampor horn,6994,2446,8110,3359,54,25,4548,1.86,113700,5
stampor talons,150,75,341,56,35,28,75,1.0,2100,1
star amulet,666,200,548,201,5,63,466,2.33,2330,1
star herb,79,7,80,2,6,102,72,10.29,432,1
star ring,38990,4210,56979,3405,6,3,34780,8.26,104340,0
starfish,10499,12,11374,12,4,1,10487,873.92,10487,1
starlight vial,6628,2492,6485,2805,209,113,4136,1.66,467368,0
statue of abyssador,44999,0,0,0,0,0,44999,0,0,0
statue of deathstrike,5000,900,0,900,0,2,4100,4.56,0,0
statue of devovorga,1998,225,0,335,0,54,1773,7.88,0,0
statue of gnomevil,1500,750,1500,750,1,4,750,1.0,750,0
stealth ring,1387,1153,1111,874,5940,2505,234,0.2,586170,7
steel axe,15500,150,15166,75,3,6,15350,102.33,46050,0
steel boots,30999,29735,31793,29856,50,1068,1264,0.04,63200,1
steel helmet,2285000,800000,2071249,800000,4,1,1485000,1.86,1485000,2
steel shield,70,35,76,26,14,174,35,1.0,490,0
stitched mutant hide legs,59799999,40000000,67672774,40000000,2,1,19799999,0.49,19799999,1
stockfish,-1,0,0,0,0,0,-1,0,0,0
stolen golden goblet,-1,-1,-1,-1,-1,-1,0,0,0,-1
stone herb,54,6,0,2,0,52,48,8.0,0,1
stone nose,-1,15,0,129,0,10,-16,-1.07,0,0
stone shower rune,38,36,38,36,647,203,2,0.06,406,0
stone skin amulet,5350,5050,5406,5037,3863,2596,300,0.06,778800,4
stone table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
stone wing,110,95,100,79,5,203,15,0.16,75,0
stone of insight,429600,250677,366682,243843,34,16,178923,0.71,2862768,2
stone of wisdom,3799997,800100,0,0,0,0,2999897,3.75,0,0
stonecutter axe,162689,104196,174795,122508,17,13,58493,0.56,760409,0
stonerefiner's skull,89,65,94,62,16,558,24,0.37,384,2
strand of medusa hair,1895,1520,3136,2052,1054,579,375,0.25,217125,5
strange helmet,500,320,439,276,31,319,180,0.56,5580,1
strange mallet,-1,0,0,0,0,0,-1,0,0,0
strange powder,48000,0,65000,0,3,0,48000,0,0,0
strange proto matter,2222,320,2361,308,2,8,1902,5.94,3804,0
strange symbol,196,130,195,129,2,220,66,0.51,132,1
strange talisman,25,1,77,28,70,303,24,24.0,1680,1
strawberry,6,6,94,3,9,9,0,0.0,0,0
strawberry cupcake,1595000,1211001,1621123,1170666,94,52,383999,0.32,19967948,2
streaked devourer eyes,-1,167,0,166,0,7,-168,-1.01,0,0
streaked devourer legs,-1,201,0,200,0,6,-202,-1.0,0,0
streaked devourer maw,-1,134,0,133,0,9,-135,-1.01,0,0
strike enhancement,1087999,901000,1014083,906980,40,39,186999,0.21,7292961,0
striker's favourite pillow,107000,0,0,0,0,0,107000,0,0,0
string of mending,3190000,1250500,3532865,1606233,15,9,1939500,1.55,17455500,1
striped fur,49,25,44,29,8,260,24,0.96,192,0
strong health potion,34,30,34,28,1821,2137,4,0.13,7284,1
strong mana potion,96,92,95,92,6821,1613,4,0.04,6452,4
strong sinew,9500,11,8999,11,4,6,9489,862.64,37956,0
studded armor,-1,1,0,1,0,3,-2,-2.0,0,0
studded club,3,3,5,3,1,1,0,0.0,0,0
studded helmet,-1,1,0,3,0,21,-2,-2.0,0,0
studded legs,-1,1,0,2,0,10,-2,-2.0,0,0
studded shield,2,2,55,4,1,3,0,0.0,0,0
stuffed bunny,249999,23100,163300,0,3,0,226899,9.82,0,0
stuffed toad,1999997,1240000,1832975,1222400,6,5,759997,0.61,3799985,0
sturdy book,10991000,6002000,8910110,7167000,19,6,4989000,0.83,29934000,0
sudden death rune,137,133,136,133,6409,957,4,0.03,3828,1
sugar oat,942,51,907,197,201,42,891,17.47,37422,1
sulphurous demonbone,100000,30000,89022,30000,5,5,70000,2.33,350000,0
sulphurous stone,95,1,90,53,11,373,94,94.0,1034,3
summer dress,1999,2,3515,72,9,14,1997,998.5,17973,1
summerblade,688000,412400,665444,530972,53,44,275600,0.67,12126400,2
sun catcher,22899,3750,20329,10027,417,253,19149,5.11,4844697,2
sun fruit,5,0,5,0,29,0,5,0,0,0
sun medal,4398,132,5651,537,6,16,4266,32.32,25596,1
sun mirror,104677777,31000000,110000000,0,1,0,73677777,2.38,0,0
sunray emblem,9999,100,12777,380,2,9,9899,98.99,19798,0
supreme health potion,640,593,651,613,1454,2713,47,0.08,68338,7
surprise bag,-1,0,0,0,0,0,-1,0,0,0
surprise cube,440000,200000,442500,200000,12,1,240000,1.2,240000,0
surprise jar,19750,10000,26996,10033,29,3,9750,0.97,29250,3
surprise nest,100,100,9925,0,3,0,0,0.0,0,0
suspicious device,20498,17263,20714,17236,607,402,3235,0.19,1300470,6
suspicious documents,-1,0,0,0,0,0,-1,0,0,0
suspicious signet ring,-1,-1,-1,-1,-1,-1,0,0,0,-1
suspicious surprise bag,-1,-1,-1,-1,-1,-1,0,0,0,-1
swamp grass,123,11,240,13,47,213,112,10.18,5264,1
swamplair armor,23499,15681,18497,15752,4,107,7818,0.5,31272,1
swampling club,50,14,98,11,2,109,36,2.57,72,0
swampling moss,19,10,16,9,5,272,9,0.9,45,0
swan feather,2988,301,1286,233,65,48,2687,8.93,128976,1
swan feather cloak,719629,620500,717579,601579,155,116,99129,0.16,11498964,3
swarmer antenna,207,66,0,80,0,62,141,2.14,0,0
sweet mangonaise elixir,729800,620001,724485,641341,55,89,109799,0.18,6038945,1
sweet smelling bait,399899,300301,439331,335572,23,16,99598,0.33,1593568,1
sweet and sugary substance,1500,1,0,1,0,3,1499,1499.0,0,0
sweetheart ring,922,10,1036,131,54,42,912,91.2,38304,0
sword,32000,5585,17680,5851,17,25,26415,4.73,449055,1
sword ring,124,89,154,78,1414,975,35,0.39,34125,3
table lamp kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
tactical map,-1,-1,-1,-1,-1,-1,0,0,0,-1
tagralt blade,118626,22000,79864,32170,65,48,96626,4.39,4638048,3
tagralt-inlaid scabbard,791000,555763,870997,555737,10,5,235237,0.42,1176185,0
tail of abyssador,1397,400,0,400,0,50,997,2.49,0,0
tail of corruption,5000,80,0,194,0,52,4920,61.5,0,0
tainted glooth capsule,99,61,175,46,32,69,38,0.62,1216,1
talon,38852,1335,0,983,0,7,37517,28.1,0,0
tanjis' sight,18997000,14013000,23800002,14014000,1,2,4984000,0.36,4984000,0
tarantula egg,88,53,79,57,27,388,35,0.66,945,2
tarnished rhino figurine,888,109,0,108,0,29,779,7.15,0,0
tarsal arrow,12,2,11,2,161,31,10,5.0,310,0
tattered piece of robe,-1,50,0,49,0,7,-51,-1.02,0,0
tattered swan feather,3000,0,0,0,0,0,3000,0,0,0
tatty dragon scale legs,9967,300,12363,311,6,4,9667,32.22,38668,3
taurus mace,500,315,419,324,26,380,185,0.59,4810,1
tear of daraman,-1,0,0,0,0,0,-1,0,0,0
tearesa,314500,100000,326666,122844,3,4,214500,2.15,643500,0
technomancer beard,20000,0,29063,0,22,0,20000,0,0,1
teddy bear,1500000,559300,1777777,0,1,0,940700,1.68,0,0
teleport crystal,124000,46201,129032,46004,28,8,77799,1.68,622392,1
teleportation rod,-1,-1,-1,-1,-1,-1,0,0,0,-1
telescope eye,-1,1102,0,1101,0,8,-1103,-1.0,0,0
telescope kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
tempest shield,44998000,39000000,44498500,40833333,2,3,5998000,0.15,11996000,0
templar scytheblade,698,51,585,13,7,12,647,12.69,4529,1
tentacle piece,17999,13001,21689,16385,35,49,4998,0.38,174930,4
tentacle of tentugly,18111,18111,82352,18040,9,6,0,0.0,0,1
tentugly's eye,64000,42300,0,42282,0,7,21700,0.51,0,1
tentugly's jaws,150000,50000,0,50000,0,1,100000,2.0,0,1
terra amulet,1528,1456,1516,1470,582,3176,72,0.05,41904,3
terra boots,2598,2426,2493,2448,98,3952,172,0.07,16856,1
terra helmet,93530,40848,110419,66970,123,85,52682,1.29,4477970,4
terra hood,2548,2427,2698,2455,76,2628,121,0.05,9196,1
terra legs,11180,10680,11199,10824,116,2430,500,0.05,58000,2
terra mantle,11149,10685,11311,10810,83,2124,464,0.04,38512,1
terra rod,1928,1830,1929,1830,254,3775,98,0.05,24892,1
terramite eggs,294,13,265,12,12,35,281,21.62,3372,1
terramite legs,49,31,0,27,0,106,18,0.58,0,1
terramite shell,89,89,148,83,13,87,0,0.0,0,0
terran rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0,-1
terrorbird beak,109,31,104,28,4,71,78,2.52,312,1
thaian sword,14900,11010,24679,9832,14,10,3890,0.35,38900,2
the alchemists' formulas,30000,0,43000,0,1,0,30000,0,0,0
the avenger,49899,36014,43460,36669,34,45,13885,0.39,472090,1
the calamity,999573,350000,2777100,576000,3,3,649573,1.86,1948719,0
the carrot of doom,-1,0,0,0,0,0,-1,0,0,0
the cobra amulet,25895000,21000000,26974428,23315006,14,16,4895000,0.23,68530000,1
the crown of the percht queen,72453,7505,79330,8622,4,5,64948,8.65,259792,0
the devileye,114999999,90000000,130000000,90000000,1,1,24999999,0.28,24999999,0
the dust of arthei,100000,0,0,0,0,0,100000,0,0,0
the dust of boreth,100000,0,0,0,0,0,100000,0,0,0
the dust of lersatio,100000,0,0,0,0,0,100000,0,0,0
the dust of marziel,99999,0,0,0,0,0,99999,0,0,0
the dwarven emperor's beard,-1,-1,-1,-1,-1,-1,0,0,0,-1
the epiphany,-1,2000000,0,0,0,0,-2000001,-1.0,0,0
the famous mina losa painting,3750000,0,0,0,0,0,3750000,0,0,0
the handmaiden's protector,15035,15035,469499,0,2,0,0,0.0,0,0
the head of a jester doll,140000,3131,0,3131,0,1,136869,43.71,0,0
the heart of the sea,-1,0,0,0,0,0,-1,0,0,0
the imperor's trident,190000,110000,193756,90000,5,4,80000,0.73,320000,0
the ironworker,103341,103341,235795,133400,13,3,0,0.0,0,0
the justice seeker,63000,39101,62315,38940,12,9,23899,0.61,215091,0
the lethal lissy's shirt,1099779,720200,949084,669611,14,10,379579,0.53,3795790,1
the lion's heart,139900,70001,100708,64491,35,8,69899,1.0,559192,0
the lower left part of a map,-1,0,0,0,0,0,-1,0,0,0
the lower right part of a map,-1,-1,-1,-1,-1,-1,0,0,0,-1
the mexcalibur,1300000,360000,1150000,0,2,0,940000,2.61,0,0
the plasmother's remains,1500000,200000,1500000,0,1,0,1300000,6.5,0,0
the regalia of suon,149900,77326,162153,75950,4,4,72574,0.94,290296,0
the ring of the count,300000,0,0,0,0,0,300000,0,0,0
the rite of eternal night,333333,0,0,0,0,0,333333,0,0,0
the skull of a beast,48000000,33027010,44817117,37172335,16,6,14972990,0.45,89837940,1
the stomper,1111111,651000,1163250,593631,2,2,460111,0.71,920222,1
the tail of the keeper,-1,0,0,0,0,0,-1,0,0,0
the top left part of a map,-1,-1,-1,-1,-1,-1,0,0,0,-1
the top right part of a map,-1,-1,-1,-1,-1,-1,0,0,0,-1
the torso of a jester doll,17999,3035,17499,3035,2,2,14964,4.93,29928,0
the vampire count's medal,120000,5040,84957,0,2,0,114960,22.81,0,0
theatre script,-1,0,0,0,0,0,-1,0,0,0
theodore loveless' key,-1,-1,-1,-1,-1,-1,0,0,0,-1
thick fur,2898,2215,3348,2361,611,632,683,0.31,417313,6
thorn,163000000,143022000,155385772,143382500,22,12,19978000,0.14,239736000,1
thorn seed,435,435,11110,3593,3,9,0,0.0,0,0
thorn spitter,2105000,2105000,3055102,2493587,14,12,0,0.0,0,0
throwing axe,300,83,489,83,3,21,217,2.61,651,0
throwing cake,-1,1,0,0,0,0,-2,-2.0,0,0
throwing knife,14,1,42,1,9,66,13,13.0,117,2
throwing star,40,20,61,12,222,309,20,1.0,4440,3
thunder hammer,160003000,160003000,187499000,0,2,0,0,0.0,0,0
thunderheart cuirass,1497000,1002100,1497000,1002100,1,1,494900,0.49,494900,0
thunderheart hauberk,1298984,566456,1298969,0,2,0,732528,1.29,0,0
thunderheart platemail,1399977,1000000,1399977,0,1,0,399977,0.4,0,0
thundermind raiment,709000,660001,887736,681556,27,28,48999,0.07,1322973,2
thundersoul tabard,749000,600000,867725,525645,4,9,149000,0.25,596000,0
thunderstorm rune,48,46,47,46,1372,357,2,0.04,714,0
tiara,3000007,3000007,4495433,2627239,6,2,0,0.0,0,0
tiara of power,49900,20632,71623,53608,558,391,29268,1.42,11443788,7
tibia coins,31788,31331,31327,30635,9163,12730,457,0.01,4187491,8
tiger eye,450,335,0,321,0,330,115,0.34,0,0
time ring,2199,2013,2366,2097,5561,1238,186,0.09,230268,2
tin key,2397000,1900000,2604625,1870339,8,6,497000,0.26,2982000,2
tinged pot,50000,40010,49999,3000,5,1,9990,0.25,9990,0
titan axe,3800,2905,3825,3505,125,2592,895,0.31,111875,2
toga mortis,999000,839000,1063447,790334,75,45,160000,0.19,7200000,2
token of love,-1,427000,0,421054,0,11,-427001,-1.0,0,0
tomato,200,3,897,3,3,1,197,65.67,197,1
tome of knowledge,136000,97200,161999,123080,205,194,38800,0.4,7527200,6
tonguefruit,-1,0,0,0,0,0,-1,0,0,0
tooth file,145,21,147,24,3,91,124,5.9,372,0
torn incantation fragment,-1,0,0,0,0,0,-1,0,0,0
torn shirt,385,101,387,170,3,299,284,2.81,852,0
torn teddy,30000,30000,120000,38000,1,4,0,0.0,0,0
torso of abyssador,799,20,749,225,2,55,779,38.95,1558,0
torso of deathstrike,300,20,300,280,1,56,280,14.0,280,0
torso of gnomevil,999,20,699,261,8,63,979,48.95,7832,0
tortoise egg,0,0,235,0,14,0,0,0,0,0
tortoise egg from nargor,89000,200,0,0,0,0,88800,444.0,0,0
tortoise shield,399,20,366,42,20,42,379,18.95,7580,1
tower shield,7950,7565,7813,7295,143,1743,385,0.05,55055,2
toxic tulip seed,-1,0,0,0,0,0,-1,0,0,0
toy mouse,3000,0,0,0,0,0,3000,0,0,0
traditional stein,-1,-1,-1,-1,-1,-1,0,0,0,-1
trap,897,2,511,1,50,20,895,447.5,17900,0
trapped bad dream monster,3999,352,1997,349,3,51,3647,10.36,10941,0
trapped lightning,15995000,9100001,14273749,10003000,4,2,6894999,0.76,13789998,2
treader of torment,5999992,5500000,5466664,5500000,3,1,499992,0.09,499992,0
treasure chest,800,166,766,351,3,146,634,3.82,1902,0
treasure map,-1,0,0,0,0,0,-1,0,0,0
tremendous tyrant head,-1,311,0,0,0,0,-312,-1.0,0,0
tremendous tyrant shell,-1,247,0,247,0,1,-248,-1.0,0,0
tribal crest,167600,167600,537764,213560,5,5,0,0.0,0,0
tribal mask,237,51,226,111,31,312,186,3.65,5766,0
triple bolt crossbow,5000000,2538000,8888888,3519000,1,2,2462000,0.97,2462000,0
troll green,78,1,147,59,25,389,77,77.0,1925,1
trollroot,45,16,44,10,3,7,29,1.81,87,0
trophy stand,398,0,393,0,15,0,398,0,0,0
trophy of feroxa,7000,200,6602,137,4,8,6800,34.0,27200,0
trophy of jaul,3750,1,3750,1692,1,13,3749,3749.0,3749,0
trophy of obujos,99999,1500,0,1500,0,2,98499,65.67,0,0
trophy of tanjis,39998,1000,0,1000,0,10,38998,39.0,0,0
tropical fried terrorbird,237960,189000,226876,182836,114,52,48960,0.26,2545920,1
trough kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
trousers of the ancients,44700,700,0,700,0,1,44000,62.86,0,0
truelove teddy,9998,1000,18437,1127,21,12,8998,9.0,107976,2
trunk chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
trunk kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
trunk table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
tulip,-1,-1,-1,-1,-1,-1,0,0,0,-1
tunic,1,0,7,0,3,0,1,0,0,0
tunnel tyrant head,600,402,0,402,0,4,198,0.49,0,0
tunnel tyrant shell,500,360,0,465,0,4,140,0.39,0,0
turquoise fireworks powder,288,25,194,17,22,43,263,10.52,5786,1
turquoise fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0,-1
turquoise tendril lantern,2499,352,6560,1393,49,64,2147,6.1,105203,3
turtle amulet,51990000,42074000,49239489,46138000,28,22,9916000,0.24,218152000,3
turtle shell,18389,16003,20961,17325,392,607,2386,0.15,935312,5
tusk,100,50,95,57,23,288,50,1.0,1150,5
tusk chair kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
tusk shield,820,376,709,377,19,143,444,1.18,8436,0
tusk table kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
twiceslicer,29900,27090,28826,26884,4,208,2810,0.1,11240,0
twin axe,3294991,1935530,0,1935530,0,1,1359461,0.7,0,0
twin hooks,290,290,403,254,33,761,0,0.0,0,1
twin sun charm,157506,102010,185399,95048,139,74,55496,0.54,4106704,7
two handed sword,388,100,410,283,40,525,288,2.88,11520,1
ultimate healing rune,198,163,197,158,502,222,35,0.21,7770,1
ultimate health potion,282,263,299,275,1955,5325,19,0.07,37145,1
ultimate mana potion,443,433,441,433,5608,2787,10,0.02,27870,1
ultimate spirit potion,450,430,441,430,935,2455,20,0.05,18700,0
umbral axe,59999,28000,70537,26743,6,5,31999,1.14,159995,2
umbral blade,50506,15823,40537,20937,14,6,34683,2.19,208098,1
umbral bow,40000,14100,62559,16994,7,7,25900,1.84,181300,2
umbral chopper,14998,5000,31103,16020,6,5,9998,2.0,49990,0
umbral crossbow,54797,37000,55965,40500,9,6,17797,0.48,106782,1
umbral hammer,18900,10,15215,3360,4,5,18890,1889.0,75560,0
umbral mace,44453,12401,43365,12012,7,6,32052,2.58,192312,0
umbral master axe,1647499,1201000,1493023,1149626,8,8,446499,0.37,3571992,0
umbral master bow,2692999,2301000,2574999,2076667,5,3,391999,0.17,1175997,1
umbral master chopper,2878995,2400000,3159850,2495250,4,4,478995,0.2,1915980,1
umbral master crossbow,6491000,4000000,5104577,3859068,19,15,2491000,0.62,37365000,2
umbral master hammer,3843999,3010000,3806248,0,4,0,833999,0.28,0,0
umbral master mace,1800000,1203000,0,1203000,0,1,597000,0.5,0,1
umbral master slayer,2342000,1909400,2341500,1911825,2,4,432600,0.23,865200,2
umbral master spellbook,13000000,8505000,9705978,8778872,77,58,4495000,0.53,260710000,3
umbral masterblade,2500000,1233000,2698000,0,1,0,1267000,1.03,0,1
umbral slayer,29899,6050,32369,5640,12,6,23849,3.94,143094,3
umbral spellbook,389900,102844,263522,186642,26,13,287056,2.79,3731728,1
undead heart,230,165,246,160,20,156,65,0.39,1300,1
underworld rod,4339,4185,4348,4169,193,3338,154,0.04,29722,2
unholy bone,476,255,472,421,9,439,221,0.87,1989,1
unicorn figurine,74900,48710,79614,47870,3,5,26190,0.54,78570,1
unicorn weisswurst,-1,1500000,0,0,0,0,-1500001,-1.0,0,0
unity charm,148900,90100,173027,95675,125,64,58800,0.65,3763200,5
universal tool,1259,100,2225,76,119,20,1159,11.59,23180,0
unliving demonbone,3995000,870000,2399399,2405318,10,11,3125000,3.59,31250000,1
unrealized dream,47959,35002,51144,30579,131,140,12957,0.37,1697367,4
unworked sacred wood,-1,0,0,0,0,0,-1,0,0,0
urmahlullu's mane,515000,481000,0,476175,0,45,34000,0.07,0,0
urmahlullu's paw,250000,241000,243828,239095,7,74,9000,0.04,63000,0
urmahlullu's tail,229900,206700,0,205067,0,103,23200,0.11,0,0
utua's poison,800,102,799,101,2,59,698,6.84,1396,0
valentine's cake,999,100,1213,100,11,5,899,8.99,4495,0
valuable carving axe,-1,0,0,0,0,0,-1,0,0,0
valuable carving blade,-1,1,0,0,0,0,-2,-2.0,0,0
valuable carving chopper,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable carving hammer,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable carving mace,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable carving rod,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable carving slayer,-1,1,0,0,0,0,-2,-2.0,0,0
valuable carving wand,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable mayhem axe,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable mayhem blade,-1,1,0,0,0,0,-2,-2.0,0,0
valuable mayhem chopper,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable mayhem hammer,15000,0,15000,0,1,0,15000,0,0,0
valuable mayhem mace,-1,-1,-1,-1,-1,-1,0,0,0,-1
valuable mayhem rod,0,0,54000,0,2,0,0,0,0,0
valuable mayhem slayer,1600,1,1600,0,1,0,1599,1599.0,0,0
valuable mayhem wand,75000,0,0,0,0,0,75000,0,0,0
valuable remedy axe,68000,0,0,0,0,0,68000,0,0,0
valuable remedy blade,-1,1,0,0,0,0,-2,-2.0,0,0
valuable remedy chopper,0,0,2000,0,1,0,0,0,0,0
valuable remedy hammer,15000,0,15000,0,1,0,15000,0,0,0
valuable remedy mace,52000,0,0,0,0,0,52000,0,0,0
valuable remedy rod,44433,0,43716,0,2,0,44433,0,0,0
valuable remedy slayer,1,1,1500,0,1,0,0,0.0,0,0
valuable remedy wand,16000,0,16000,0,1,0,16000,0,0,0
valuable vase,-1,0,0,0,0,0,-1,0,0,0
vampire doll,4844444,1900000,4049133,0,4,0,2944444,1.55,0,0
vampire dust,4984,3053,3777,2715,463,188,1931,0.63,363028,4
vampire lord token,600000,352000,574047,443188,15,17,248000,0.7,3720000,2
vampire shield,15774,13920,17235,14386,118,283,1854,0.13,218772,0
vampire silk slippers,14121000,14121000,22498999,14562000,2,2,0,0.0,0,0
vampire teeth,1268,1157,1559,1347,2422,1156,111,0.1,128316,7
vampire's cape chain,229,108,0,107,0,147,121,1.12,0,1
vampire's signet ring,2494000,222222,0,0,0,0,2271778,10.22,0,0
vampiric crest,348000,300400,373121,296677,10,5,47600,0.16,238000,0
varnished diremaw brainpan,401,401,500,251,1,5,0,0.0,0,0
varnished diremaw legs,-1,350,0,224,0,1,-351,-1.0,0,0
vase,150,75,150,73,1,39,75,1.0,75,0
veal,-1,0,0,0,0,0,-1,0,0,0
veggie casserole,24882,15300,17317,10507,123,65,9582,0.63,622830,2
vein of ore,313,193,312,190,4,125,120,0.62,480,2
velvet mantle,198300,12000,64368,27815,9,7,186300,15.53,1304100,2
velvet tapestry,301,301,639,262,27,71,0,0.0,0,0
venison,50,5,50,29,2,71,45,9.0,90,0
venorean cabinet kit,-1,100000,0,0,0,0,-100001,-1.0,0,0
venorean drawer kit,-1,100000,0,100000,0,1,-100001,-1.0,0,0
venorean wardrobe kit,-1,100000,0,100000,0,1,-100001,-1.0,0,0
versicolour fireworks powder,290,25,217,18,21,72,265,10.6,5565,2
very old piece of paper,148300,16200,91414,29176,17,9,132100,8.15,1188900,1
vexclaw talon,1650,1255,1368,1086,1947,278,395,0.31,109810,7
vial,320,250,369,239,44,286,70,0.28,3080,1
vial of hatred,2000000,725000,2000000,694400,2,5,1275000,1.76,2550000,1
vial of mushroom distillate,9999,0,0,0,0,0,9999,0,0,0
vibrant egg,2475000,2087000,2540348,2217916,40,33,388000,0.19,12804000,1
vibrant heart,50000,701,0,701,0,1,49299,70.33,0,0
vibrant robe,-1,1,0,1,0,1,-2,-2.0,0,0
viking helmet,60,32,80,28,1,38,28,0.88,28,0
viking shield,-1,1,0,1,0,1,-2,-2.0,0,0
vile axe,34660,29380,33436,29741,14,229,5280,0.18,73920,1
violet crystal shard,1589,1455,1441,1458,6,1433,134,0.09,804,1
violet gem,9998,9945,10000,9939,2,2700,53,0.01,106,0
violet glass plate,2999,2000,2814,1771,25,117,999,0.5,24975,0
viper star,5,5,15,3,66,232,0,0.0,0,0
visage of the end days,8998000,6525456,11111111,0,1,0,2472544,0.38,0,1
void boots,9240,8644,12149,9599,1354,815,596,0.07,485740,3
volatile proto matter,470,91,499,197,1,85,379,4.16,379,0
voltage armor,199500,32600,76512,22117,16,6,166900,5.12,1001400,1
voluminous piece of cloth,500,1,916,48,62,29,499,499.0,14471,0
vortex bolt,8,2,6,1,47,53,6,3.0,282,0
wailing widow's necklace,2995,2505,2919,2380,15,139,490,0.2,7350,1
waldo's post horn,-1,0,0,0,0,0,-1,0,0,0
wall mirror,-1,-1,-1,-1,-1,-1,0,0,0,-1
walnut,225,225,549,212,7,6,0,0.0,0,0
wand of carving,-1,-1,-1,-1,-1,-1,0,0,0,-1
wand of cosmic energy,1900,1696,1900,1740,408,3387,204,0.12,83232,0
wand of decay,933,805,943,838,195,1185,128,0.16,24960,2
wand of defiance,6448,6061,6398,5936,124,1536,387,0.06,47988,4
wand of destruction,554000,420500,642939,426455,29,25,133500,0.32,3337500,2
wand of dimensions,7500000,7500000,6249999,7500000,2,2,0,0.0,0,0
